cv_rank_f1_weighted,cv_f1_weighted,is_overfit,train_f1_weighted,test_f1_weighted,mean_fit_time,mean_test_precision_weighted,param_lgr__C,param_lgr__class_weight,param_lgr__max_iter,param_lgr__penalty,param_lgr__solver,param_lgr__tol,param_over__k_neighbors,param_over__sampling_strategy,param_selector__threshold,param_transformer__cat__combiner__rare_to_value,param_transformer__ohe__drop,rank_test_precision_weighted,holdout_rank_f1_weighted
47,0.9364718284247691,No,0.9381260703453275,0.946149332926293,9.014795589447022,0.9440309243522661,0.17687835441575622,"{'Accepted': 0.3129, 'Rejected': 1}",5000,l2,newton-cholesky,1.0511756762860397e-06,185,0.48,1.0074494330804395e-06,0.003,if_binary,16,12
51,0.936239534508253,No,0.9388554542383596,0.9459050625128509,9.329347372055054,0.9440008260904822,0.22851892235553461,"{'Accepted': 0.3129, 'Rejected': 1}",5000,l2,newton-cholesky,7.862602663320717e-06,150,0.5,9.812480579879205e-07,0.0025,if_binary,18,13
2,0.939755379488824,No,0.945061058481299,0.9455211335014331,10.048085355758667,0.94215249704981,1.20463856559781,"{'Accepted': 0.15645, 'Rejected': 1}",5000,l2,newton-cholesky,1.0575695778888723e-06,176,0.52,8.921390031502035e-07,0.0035,if_binary,52,14
7,0.9392674293211656,No,0.9437351249188657,0.9452103896223982,9.893049240112305,0.9421950662422451,6.29056097471893,"{'Accepted': 0.15645, 'Rejected': 1}",5000,l2,newton-cholesky,5.003740532070824e-05,161,0.52,2.4962976064768915e-06,0.004,if_binary,51,15
30,0.937782531184776,No,0.9411920964917628,0.9451951550974144,9.07103452682495,0.9413804639923772,0.11095264801056957,"{'Accepted': 0.2086, 'Rejected': 1}",5000,l2,newton-cholesky,1.7238829276328478e-05,167,0.44,4.191396163129327e-06,0.0035,if_binary,65,16
58,0.9352982378358672,No,0.9385508970326137,0.9451845603623775,9.526802921295166,0.9433425461553242,0.4865268626684457,"{'Accepted': 0.3129, 'Rejected': 1}",5000,l2,newton-cholesky,1.9665125544283298e-05,152,0.46,1.4279578244274874e-06,0.003,if_binary,27,17
46,0.9365794503896021,No,0.9432688709500189,0.9449007007908564,8.472214889526366,0.9364301777520481,10.156617769867013,"{'Accepted': 0.1043, 'Rejected': 1}",5000,l2,newton-cholesky,1.6711961317569e-05,151,0.44,3.9069122577738295e-06,0.003,if_binary,99,18
8,0.9392115588825243,No,0.9438009631364697,0.94490059141008,9.74965214729309,0.9423179459138604,25.221951700214294,"{'Accepted': 0.15645, 'Rejected': 1}",5000,l2,newton-cholesky,7.934293594590592e-06,154,0.5,3.6218666843810965e-06,0.004,if_binary,49,19
54,0.9358690218953951,No,0.9370355824043202,0.9448661618255708,10.333007383346558,0.9434297603232285,0.47059220413533487,"{'Accepted': 0.3129, 'Rejected': 1}",5000,l2,newton-cholesky,1.7610875694333716e-05,148,0.52,1.307095720063451e-06,0.004,if_binary,24,20
21,0.9383472716957924,No,0.9439036478870816,0.9448004302965086,9.902042007446289,0.9412233117296708,21.369293747641134,"{'Accepted': 0.15645, 'Rejected': 1}",5000,l2,newton-cholesky,4.736092891155485e-05,155,0.5,5.1233722294534785e-06,0.002,if_binary,66,21
56,0.9354033410643116,No,0.9386705208535695,0.9447008879436288,9.11665744781494,0.9438401019584667,0.9783722181233596,"{'Accepted': 0.3129, 'Rejected': 1}",5000,l2,newton-cholesky,8.86157745253307e-05,159,0.48,2.101920930413783e-06,0.003,if_binary,19,22
63,0.9346319765152881,No,0.9386407557053408,0.9447008879436288,9.238378095626832,0.9429656649397634,1.3090609061625271,"{'Accepted': 0.3129, 'Rejected': 1}",5000,l2,newton-cholesky,3.9438365093410405e-06,186,0.48,4.65951099989069e-06,0.0035,if_binary,36,23
53,0.9359492873049119,No,0.9378328289725567,0.9446170684646544,9.026919317245483,0.943703542358754,0.395411508014243,"{'Accepted': 0.3129, 'Rejected': 1}",5000,l2,newton-cholesky,1.7541893487450792e-06,152,0.48,7.953030373321108e-06,0.003,if_binary,22,24
64,0.9345300725073983,No,0.9385259157981021,0.9445479873977444,8.621516227722168,0.9429982123325635,13.154659018332172,"{'Accepted': 0.3129, 'Rejected': 1}",5000,l2,newton-cholesky,2.2421287100665584e-06,160,0.46,5.500878671388135e-06,0.0035,if_binary,34,25
67,0.934371423226145,No,0.9366919524592389,0.9445479873977444,8.960355377197265,0.9432916559392422,5.603123190204771,"{'Accepted': 0.3129, 'Rejected': 1}",5000,l2,newton-cholesky,2.3771687933187083e-05,188,0.44,1.0327910433988692e-06,0.004,if_binary,30,26
29,0.9377868840061826,No,0.9435664854058103,0.9443895812337059,9.613543939590453,0.9402863280481849,0.7712807310372025,"{'Accepted': 0.15645, 'Rejected': 1}",5000,l2,newton-cholesky,9.915859700162161e-06,198,0.48,2.9762029290411958e-06,0.003,if_binary,77,27
57,0.9353883222113486,No,0.9378023754329933,0.9443004403682224,9.079219341278076,0.9428434060081716,0.28276189689073755,"{'Accepted': 0.3129, 'Rejected': 1}",5000,l2,newton-cholesky,4.201672054372529e-06,150,0.46,3.3558779761756235e-06,0.0035,if_binary,39,28
19,0.9386057412280433,No,0.9428787591473874,0.9441170274230432,9.956466817855835,0.9384168459286965,7.5383571250843096,"{'Accepted': 0.1043, 'Rejected': 1}",5000,l2,newton-cholesky,4.827911866256508e-06,172,0.52,1.0147796050331086e-06,0.004,if_binary,89,29
70,0.9338081293795781,No,0.9383946179744821,0.9440667961544905,9.562633609771728,0.9423809442825453,10.526559673266707,"{'Accepted': 0.3129, 'Rejected': 1}",5000,l2,newton-cholesky,1.3239632888945264e-05,174,0.48,2.2165339263700762e-06,0.0035,if_binary,47,30
62,0.9346989229238465,No,0.9377510972133225,0.9439840204147799,9.546555423736573,0.9432624363603697,2.1838296130342747,"{'Accepted': 0.3129, 'Rejected': 1}",5000,l2,newton-cholesky,1.8428536387181333e-06,194,0.5,4.863361047258103e-06,0.0025,if_binary,32,31
59,0.9350686517871847,No,0.9380549872633872,0.943816102150727,8.876579236984252,0.9433329369860193,0.9152589294725106,"{'Accepted': 0.3129, 'Rejected': 1}",5000,l2,newton-cholesky,1.8071770657475745e-06,195,0.48,8.625656567781039e-06,0.0025,if_binary,28,32
42,0.9371378069792062,No,0.9414756285865036,0.9437332736960764,9.797372341156006,0.9424217070474317,4.7687997072433665,"{'Accepted': 0.2086, 'Rejected': 1}",5000,l2,newton-cholesky,2.6442290056449513e-05,163,0.5,4.0811868713402975e-06,0.003,if_binary,46,33
23,0.938034828478757,No,0.9433643575146783,0.9435687478599475,9.129812335968017,0.9404081760027863,0.857488116161393,"{'Accepted': 0.15645, 'Rejected': 1}",5000,l2,newton-cholesky,5.778055555902344e-06,166,0.48,6.711485649607641e-06,0.0035,if_binary,75,34
13,0.9388835167762146,No,0.9419081963056475,0.9435160689549632,8.632508707046508,0.9405658122316792,0.11245798259119336,"{'Accepted': 0.15645, 'Rejected': 1}",5000,l2,newton-cholesky,2.7796975515266815e-05,174,0.46,1.266297105414672e-06,0.0035,if_binary,74,35
60,0.9348196490276408,No,0.9415503260218989,0.9435009394636517,8.821603345870972,0.9428759915404111,1.6727637924347611,"{'Accepted': 0.3129, 'Rejected': 1}",5000,l2,newton-cholesky,5.406765938504059e-06,152,0.48,4.211454890283421e-06,0,if_binary,37,36
68,0.9343672002346081,No,0.938246361514374,0.9431018790039891,9.367527294158936,0.9428101745290643,8.547641337075117,"{'Accepted': 0.3129, 'Rejected': 1}",5000,l2,newton-cholesky,1.4732618059500194e-06,152,0.5,7.739681223133325e-06,0.003,if_binary,40,37
73,0.9333930398850365,No,0.9387886520357546,0.9428711472518156,8.810274219512939,0.9419952867014068,22.413234378101137,"{'Accepted': 0.3129, 'Rejected': 1}",5000,l2,newton-cholesky,1.338370747253677e-05,153,0.46,1.023829188688413e-06,0.003,if_binary,55,38
6,0.9394752536502361,No,0.942054880363832,0.9428602332008226,10.459902000427245,0.9393626513034166,12.654878715950801,"{'Accepted': 0.1043, 'Rejected': 1}",5000,l2,newton-cholesky,2.5407864693711594e-05,192,0.52,1.6917451204837024e-06,0.002,if_binary,79,39
76,0.9331652451494193,No,0.9380890614910233,0.9427876060452919,8.643163585662842,0.9415474699925472,4.8642651495446705,"{'Accepted': 0.3129, 'Rejected': 1}",5000,l2,newton-cholesky,8.401272991858842e-05,193,0.44,7.175713126610116e-06,0.004,if_binary,62,40
33,0.9376583900046986,No,0.9424507500317119,0.9425359006081628,10.099502420425415,0.940738366617869,3.4993311117088526,"{'Accepted': 0.15645, 'Rejected': 1}",5000,l2,newton-cholesky,1.551744565147388e-06,199,0.52,5.051290081665981e-06,0.004,if_binary,72,41
61,0.9347094333624872,No,0.9363595017357399,0.9424734903286532,9.613893938064574,0.9447115808631332,0.12808816465092884,"{'Accepted': 0.4172, 'Rejected': 1}",5000,l2,newton-cholesky,9.68120891912843e-05,181,0.5,3.2405467953789928e-06,0.003,if_binary,8,42
3,0.9396288395739258,No,0.9422713886901425,0.9423508617857264,8.762091302871704,0.9391135961985068,0.1537660718624736,"{'Accepted': 0.1043, 'Rejected': 1}",5000,l2,newton-cholesky,2.7140523054994785e-06,159,0.44,3.903594781811672e-06,0.004,if_binary,81,43
69,0.9342901010721306,No,0.9359558540246263,0.94192762425473,8.225681400299072,0.9443336943159542,0.41961732536396057,"{'Accepted': 0.4172, 'Rejected': 1}",5000,l2,newton-cholesky,1.6306068743545584e-05,145,0.44,5.413148170533327e-06,0.002,if_binary,12,44
78,0.9325758891038133,No,0.9352045982284233,0.9416133842266589,8.736097431182861,0.9432784001692334,1.1913723477854725,"{'Accepted': 0.4172, 'Rejected': 1}",5000,l2,newton-cholesky,1.0122183035228774e-05,172,0.44,1.309947756086291e-06,0.0035,if_binary,31,45
81,0.932250580017576,No,0.9360723937878641,0.9416133842266589,9.259162664413452,0.943385454502546,2.173961463958192,"{'Accepted': 0.4172, 'Rejected': 1}",5000,l2,newton-cholesky,2.868113482103007e-06,176,0.48,4.6260096770873305e-06,0.003,if_binary,25,46
65,0.9344943629325713,No,0.9385983319023273,0.9415952230054264,9.716989660263062,0.9433161755036459,10.37215361768198,"{'Accepted': 0.3129, 'Rejected': 1}",5000,l2,newton-cholesky,3.482693737924123e-06,157,0.48,6.387623718241466e-06,0.002,if_binary,29,47
75,0.9332010246607275,No,0.9378698924923953,0.9413375961824072,7.883121347427368,0.9416922582442437,1.7241003162988144,"{'Accepted': 0.3129, 'Rejected': 1}",5000,l2,newton-cholesky,1.11848955516645e-06,193,0.44,9.863303588267728e-06,0.004,if_binary,59,48
94,0.9309622217181299,No,0.9375843794501707,0.9412992606793598,8.270668506622314,0.942701102751186,2.324609685299284,"{'Accepted': 0.4172, 'Rejected': 1}",5000,l2,newton-cholesky,1.1291040079114114e-06,177,0.44,2.6916137594736924e-06,0,if_binary,42,49
86,0.9318298082172664,No,0.9360723937878641,0.9411367520441509,9.411427640914917,0.9425415711070624,1.0766274920288361,"{'Accepted': 0.4172, 'Rejected': 1}",5000,l2,newton-cholesky,1.6858944923791716e-05,146,0.46,8.437410902635226e-06,0.002,if_binary,44,50
71,0.9337676332628048,No,0.9358256375017728,0.9409048950774125,10.331471252441407,0.9440183938126457,0.8468008575248329,"{'Accepted': 0.4172, 'Rejected': 1}",5000,l2,newton-cholesky,2.327392228062871e-06,152,0.52,3.6122757990690032e-06,0.002,if_binary,17,51
72,0.9335880856142751,No,0.9388317040592615,0.9408872355490677,10.524353742599487,0.9423305228173504,22.564135127852,"{'Accepted': 0.3129, 'Rejected': 1}",5000,l2,newton-cholesky,1.4024125070550062e-05,191,0.52,1.0085122652562057e-06,0.003,if_binary,48,52
66,0.9344882717762111,No,0.9387158211582465,0.9408024950054936,8.965949249267577,0.9437890533445297,15.718635149768108,"{'Accepted': 0.3129, 'Rejected': 1}",5000,l2,newton-cholesky,5.613390163158114e-06,163,0.46,2.83586565267805e-06,0.0035,if_binary,20,53
90,0.9311422642758513,No,0.9360000322146194,0.9405915006006462,9.938460540771484,0.9429965816332462,5.319887413489147,"{'Accepted': 0.4172, 'Rejected': 1}",5000,l2,newton-cholesky,7.469582076754584e-05,200,0.5,2.299001073595891e-06,0.0035,if_binary,35,54
79,0.932355050622187,No,0.9352341530025662,0.9400437323141279,8.119339895248412,0.9448394273516186,0.39797842608501355,"{'Accepted': 0.5215000000000001, 'Rejected': 1}",5000,l2,newton-cholesky,5.439591236568524e-06,196,0.46,3.962917855655016e-06,0.0025,if_binary,5,55
84,0.9319580659508263,No,0.9353052051032509,0.9398705001737232,9.432778453826904,0.943078697317698,5.169641599717714,"{'Accepted': 0.4172, 'Rejected': 1}",5000,l2,newton-cholesky,9.98700682279744e-05,182,0.48,3.253483334087955e-06,0.0035,if_binary,33,56
74,0.9333876579807676,No,0.9347729787564931,0.939724223237152,9.187746000289916,0.9453640908449481,0.12374167549216977,"{'Accepted': 0.5215000000000001, 'Rejected': 1}",5000,l2,newton-cholesky,4.041392483060382e-06,187,0.5,1.8255637561081906e-06,0.0035,if_binary,1,57
82,0.932188819806527,No,0.9349463047936888,0.9387095673032317,10.731946802139282,0.9451377405709025,0.39262899102803367,"{'Accepted': 0.5215000000000001, 'Rejected': 1}",5000,l2,newton-cholesky,2.686530932716908e-05,184,0.52,1.6223788704871445e-06,0.0035,if_binary,3,58
95,0.9307680373882379,No,0.9341258809965435,0.9384782351812322,9.566526651382446,0.9444499891164672,1.0758349396810416,"{'Accepted': 0.5215000000000001, 'Rejected': 1}",5000,l2,newton-cholesky,1.1986281799901177e-05,199,0.5,1.967508662749393e-06,0.004,if_binary,10,59
80,0.9323241520835879,No,0.9353638504143496,0.9383183720929517,8.554852199554443,0.9447277940439209,0.3842052194696314,"{'Accepted': 0.5215000000000001, 'Rejected': 1}",5000,l2,newton-cholesky,9.718319944817395e-06,153,0.46,8.530460604347107e-07,0.0035,if_binary,7,60
96,0.9302702734399787,No,0.9348600425229132,0.9381555378283313,9.837465000152587,0.9426705123882421,20.089716820180243,"{'Accepted': 0.4172, 'Rejected': 1}",5000,l2,newton-cholesky,3.901821268272622e-06,197,0.5,6.090401662257514e-06,0.003,if_binary,43,61
83,0.9319884157901246,No,0.9346871604887087,0.9378463217722914,8.50027847290039,0.9447676360936607,0.3891704322710822,"{'Accepted': 0.5215000000000001, 'Rejected': 1}",5000,l2,newton-cholesky,6.384190143734895e-05,164,0.44,1.795376759178203e-06,0.0025,if_binary,6,62
93,0.9309874825967484,No,0.935431485258005,0.9375371140672515,9.117137956619263,0.9444063976966307,4.074173013132515,"{'Accepted': 0.5215000000000001, 'Rejected': 1}",5000,l2,newton-cholesky,3.9046790191830885e-05,156,0.48,1.8786256983058098e-06,0.003,if_binary,11,63
87,0.9318148464963439,No,0.9343274241218705,0.9374556919823636,8.890267419815064,0.9451027237397043,1.7587207709251418,"{'Accepted': 0.5215000000000001, 'Rejected': 1}",5000,l2,newton-cholesky,1.164398040187585e-06,176,0.44,3.971150338569526e-06,0.004,if_binary,4,64
89,0.9311501795179769,No,0.9350600890783753,0.9371470454678646,9.974298000335693,0.9446449975190976,2.744297388220333,"{'Accepted': 0.5215000000000001, 'Rejected': 1}",5000,l2,newton-cholesky,7.59043883350954e-05,169,0.52,1.6387992143751172e-06,0.004,if_binary,9,65
92,0.9310537118192086,No,0.9352178551016064,0.9366755570199033,9.070169639587402,0.944210315196963,1.6777955784200598,"{'Accepted': 0.5215000000000001, 'Rejected': 1}",5000,l2,newton-cholesky,1.2561970368593835e-05,149,0.48,7.530461519852626e-06,0.0025,if_binary,14,66
97,0.9299409502701419,No,0.9344129141948155,0.9366755570199033,8.96116623878479,0.9437519510442456,2.892661668342828,"{'Accepted': 0.5215000000000001, 'Rejected': 1}",5000,l2,newton-cholesky,1.287156093699613e-05,195,0.46,1.9279461345438947e-06,0.004,if_binary,21,67
85,0.9318311815260291,No,0.9361145106948542,0.9364256228025503,9.643931484222412,0.9440843456958671,6.727599600965771,"{'Accepted': 0.4172, 'Rejected': 1}",5000,l2,newton-cholesky,1.6727902653067205e-05,199,0.48,1.4956452288705246e-06,0.0025,if_binary,15,68
36,0.9375884244657721,Yes,0.9468387489128768,0.9456254055983686,9.781846952438354,0.9396702523171137,1.4485358148166088,"{'Accepted': 0.15645, 'Rejected': 1}",5000,l2,newton-cholesky,3.0335260016597212e-05,152,0.52,6.391708532834129e-06,0,if_binary,78,69
35,0.9376154091421174,Yes,0.9453198560246734,0.9443910579615539,9.18297438621521,0.9403347103486823,5.44986236537953,"{'Accepted': 0.15645, 'Rejected': 1}",5000,l2,newton-cholesky,6.2130264703103945e-06,171,0.46,1.158516660898427e-06,0.0035,if_binary,76,70
15,0.9387898028718237,Yes,0.9447505504875956,0.9442398239989263,9.009952116012574,0.938776176028882,1.8415478124479578,"{'Accepted': 0.1043, 'Rejected': 1}",5000,l2,newton-cholesky,9.325238385910692e-06,177,0.48,1.5798326082655213e-06,0.0025,if_binary,83,71
9,0.9391791622234921,Yes,0.9447182521297587,0.9437775827189346,10.269961404800416,0.9422418954729519,10.77201061362087,"{'Accepted': 0.15645, 'Rejected': 1}",5000,l2,newton-cholesky,2.5904112632732716e-06,173,0.52,1.3755454386153464e-06,0.004,if_binary,50,72
26,0.937935632117675,Yes,0.9442448934750122,0.9437664451060052,9.214354085922242,0.9409115560546344,4.946080616003813,"{'Accepted': 0.15645, 'Rejected': 1}",5000,l2,newton-cholesky,1.1298547638502784e-06,176,0.48,6.048661602871998e-06,0.003,if_binary,70,73
44,0.9370176366856574,Yes,0.9449322690508305,0.9434677908362429,7.352955150604248,0.9409744436285556,0.16223826929363516,"{'Accepted': 0.2086, 'Rejected': 1}",5000,l2,newton-cholesky,1.4541554471039946e-05,189,0.44,7.392062865078734e-06,0,if_binary,69,74
12,0.9389396788096075,Yes,0.9437529866935562,0.9433517673098364,9.4574960231781,0.9385128018662833,0.15861057682394425,"{'Accepted': 0.1043, 'Rejected': 1}",5000,l2,newton-cholesky,2.382318380657104e-05,145,0.46,8.072296192660501e-06,0.002,if_binary,86,75
10,0.9391224933695697,Yes,0.9447246080480084,0.9432282271690697,9.363206815719604,0.9392862990798838,15.766436357943086,"{'Accepted': 0.1043, 'Rejected': 1}",5000,l2,newton-cholesky,5.832486597608724e-06,191,0.48,5.465158031014369e-06,0.002,if_binary,80,76
4,0.9395101912457191,Yes,0.9437712370319413,0.9429454761720362,9.528841018676758,0.9417389395401401,0.49961311967627386,"{'Accepted': 0.15645, 'Rejected': 1}",5000,l2,newton-cholesky,7.029782441225697e-06,168,0.48,9.763038348436112e-06,0.003,if_binary,58,77
5,0.9395069430500864,Yes,0.9438718880970409,0.9427967952344637,8.950176572799682,0.9390530568094665,0.23137628600992377,"{'Accepted': 0.1043, 'Rejected': 1}",5000,l2,newton-cholesky,9.643453399452923e-06,164,0.52,9.508183001681449e-06,0.0035,if_binary,82,78
1,0.9398744858164736,Yes,0.9428227215391717,0.9427503084945617,8.61967911720276,0.9424563703031353,0.6096130214748379,"{'Accepted': 0.15645, 'Rejected': 1}",5000,l2,newton-cholesky,1.298980180933063e-05,175,0.46,8.379821453955141e-06,0.004,if_binary,45,79
18,0.9386395916838131,Yes,0.9443760108128133,0.9426436453658484,9.65711407661438,0.9418032883282287,3.440186396263576,"{'Accepted': 0.15645, 'Rejected': 1}",5000,l2,newton-cholesky,4.074640851692724e-05,183,0.5,9.51851870162863e-06,0.002,if_binary,56,80
28,0.9378327840267218,Yes,0.9423303699268634,0.942220049516498,8.698346805572509,0.9374353649130989,1.488836430015995,"{'Accepted': 0.1043, 'Rejected': 1}",5000,l2,newton-cholesky,8.498604636076726e-06,181,0.46,3.7898509151034353e-06,0.0035,if_binary,95,81
11,0.9390955678686183,Yes,0.9420257208710465,0.9419541208684843,9.435375261306763,0.9387398753355838,0.31599697383525727,"{'Accepted': 0.1043, 'Rejected': 1}",5000,l2,newton-cholesky,4.253162363790869e-06,176,0.5,7.917876795380667e-06,0.0035,if_binary,84,82
14,0.9388654831519752,Yes,0.943554780120188,0.9418189626743688,10.532750701904297,0.9384621664059984,0.14365690414458954,"{'Accepted': 0.1043, 'Rejected': 1}",5000,l2,newton-cholesky,6.755212335411563e-06,145,0.52,9.224202611456956e-07,0.004,if_binary,87,83
27,0.9379063611275777,Yes,0.9427834675207555,0.9417724948105161,9.74742488861084,0.9377681727108967,1.9044507549887553,"{'Accepted': 0.1043, 'Rejected': 1}",5000,l2,newton-cholesky,3.0458224385894053e-06,192,0.5,3.2770847006464262e-06,0.0025,if_binary,91,84
20,0.9384135375041458,Yes,0.9431448409560979,0.9415135483502374,8.679935550689697,0.9385362165230839,2.8408858504344625,"{'Accepted': 0.1043, 'Rejected': 1}",5000,l2,newton-cholesky,3.6464395589807202e-06,189,0.44,1.690734294897905e-06,0.0035,if_binary,85,85
38,0.937430876832378,Yes,0.9429393514519931,0.9414834518993894,9.608283138275146,0.9374542429535054,10.529330219369642,"{'Accepted': 0.1043, 'Rejected': 1}",5000,l2,newton-cholesky,2.001866389140702e-06,150,0.52,6.992498063105904e-06,0.003,if_binary,94,86
48,0.9363954997540572,Yes,0.9422112536627768,0.9413819687064949,10.397046947479248,0.93598469584674,0.8947764034720864,"{'Accepted': 0.1043, 'Rejected': 1}",5000,l2,newton-cholesky,6.768753263144206e-05,154,0.5,1.0475910626715992e-06,0.0035,if_binary,100,87
43,0.937070142783153,Yes,0.941749215050359,0.9412613369005016,10.186293172836304,0.9366778741952781,0.3058252321378967,"{'Accepted': 0.1043, 'Rejected': 1}",5000,l2,newton-cholesky,8.362652463906238e-05,165,0.52,1.5875794072400523e-06,0.0035,if_binary,98,88
37,0.9375716939100182,Yes,0.9426420076455995,0.9412265288414765,9.240648794174195,0.9369108695437711,0.1557966522906472,"{'Accepted': 0.1043, 'Rejected': 1}",5000,l2,newton-cholesky,3.3105467541422015e-06,171,0.44,1.6216808164263135e-06,0.0035,if_binary,97,89
31,0.9377074043958376,Yes,0.9414317720806061,0.9407021841464724,9.116292428970336,0.9372464634489625,0.29339343310075033,"{'Accepted': 0.1043, 'Rejected': 1}",5000,l2,newton-cholesky,4.993662066506421e-06,192,0.48,6.956658381826112e-06,0.004,if_binary,96,90
17,0.9387485668467752,Yes,0.9411557929811177,0.9401411811914594,9.365996313095092,0.9383088911156019,0.15299279685163808,"{'Accepted': 0.1043, 'Rejected': 1}",5000,l2,newton-cholesky,3.503398491158686e-05,188,0.48,1.3219109834388125e-06,0.0025,if_binary,90,91
32,0.9376862824926478,Yes,0.9421529823143726,0.9401303485247524,9.615019607543946,0.9377093897824051,22.20493900487973,"{'Accepted': 0.1043, 'Rejected': 1}",5000,l2,newton-cholesky,1.5267835695201176e-05,180,0.5,9.87831246136799e-07,0.0035,if_binary,92,92
16,0.9387734224006193,Yes,0.9428221584674539,0.9393033814638517,10.00669331550598,0.9384477510574518,0.1873319963748844,"{'Accepted': 0.1043, 'Rejected': 1}",5000,l2,newton-cholesky,1.9741504223018505e-05,196,0.52,7.034512120547907e-06,0.004,if_binary,88,93
22,0.9380649828997321,Yes,0.9416770558654081,0.9390274378870634,8.292096424102784,0.9376907073437671,0.6318483453139457,"{'Accepted': 0.1043, 'Rejected': 1}",5000,l2,newton-cholesky,6.422030179057419e-06,193,0.46,9.095112216512052e-06,0.004,if_binary,93,94
77,0.9327663617045692,Yes,0.9383188013270063,0.9382373303060156,8.241270780563354,0.9451625755837878,0.17406760671787802,"{'Accepted': 0.5215000000000001, 'Rejected': 1}",5000,l2,newton-cholesky,5.215471332518703e-06,171,0.46,7.336506298634242e-06,0,if_binary,2,95
98,0.9294103906399641,Yes,0.9369962129792648,0.9368383886890278,7.726649808883667,0.9428738840585081,0.8347067152982124,"{'Accepted': 0.5215000000000001, 'Rejected': 1}",5000,l2,newton-cholesky,1.3296378955323369e-05,156,0.44,4.454700732242683e-06,0,if_binary,38,96
100,0.9272627458947647,Yes,0.9368180009729478,0.9348143005889402,7.851302194595337,0.9414195288118096,2.715929774651752,"{'Accepted': 0.5215000000000001, 'Rejected': 1}",5000,l2,newton-cholesky,4.532161058999155e-06,166,0.46,7.028722997185857e-06,0,if_binary,63,97
99,0.9294079955127472,Yes,0.9370505429030103,0.9346482314017734,8.655862665176391,0.9434695164238841,19.52442335021272,"{'Accepted': 0.5215000000000001, 'Rejected': 1}",5000,l2,newton-cholesky,2.463592076865261e-05,151,0.5,1.244514033919023e-06,0,if_binary,23,98
